FINESS_Etab;Nom_court;Code_postal;Commune;Public_ou_prive;Lat;Long
540005311;CHRU NANCY - CONSULT ET TRAIT DENTAIRE;54000;NANCY;Public;48.681999;6.191042
540006830;CMP CATTP HJ ENF DU CH BRIEY A BRIEY;54150;VAL DE BRIEY;Public;49.275469;5.869565
540008851;CMP ET HOP JOUR ADULTES CH BRIEY;54150;VAL DE BRIEY;Public;49.285847;5.892316
540014321;CMP CATTP HJ ENF DU CH BRIEY A LONGWY;54400;LONGWY;Public;49.514234;5.771857
540018751;CMP/CATTP ADULTES A JARNY (CH BRIEY);54800;JARNY;Public;49.165566;5.868630
540022811;CHRU NANCY - HJ SSR CTRE BASSE VISION;54000;NANCY;Public;48.688561;6.160475
540026499;LBM MULTISITE GHT LORR NORD (CHR MT);54150;VAL DE BRIEY;Public;49.252679;5.936950
540026994;SSRS AFFECTIONS ONCO-HEMATOLOGIQUES;54701;PONT A MOUSSON;Public;48.912759;6.045297
550000012;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;55107;VERDUN;Public;49.153914;5.365593
550000038;CENTRE HOSPITALIER ST-CHARLES COMMERCY;55205;COMMERCY;Public;48.760212;5.588175
550000186;CH VERDUN/ST MIHIEL-UNITE D'HOSP. ADOS;55100;VERDUN;Public;49.157064;5.383481
550000202;CENTRE HOSPITALIER STE-ANNE  ST-MIHIEL;55300;ST MIHIEL;Public;48.889353;5.540632
550000251;CH BLD FV SITE FV;55000;FAINS VEEL;Public;48.789959;5.132769
550000434;CH BLD FV SITE BLD;55012;BAR LE DUC;Public;48.773944;5.165032
550003362;CH VERDUN/ST MIHIEL - HOP DESANDROUINS;55107;VERDUN;Public;49.153914;5.365593
550004808;CH VERDUN/ST MIHIEL-PSY IJ-CMP/CATT/HJ;55107;VERDUN;Public;49.153914;5.365593
550005441;CENTRE D'ACCUEIL ET D'ECOUTE ADULTES;55140;VAUCOULEURS;Public;48.601490;5.665516
550005516;HOP JOUR/CATTP/CMP DE COMMERCY AD ENF;55200;COMMERCY;Public;48.766155;5.582027
550005524;CMP ADULTES ET HDJ  MONTMEDY;55600;MONTMEDY;Public;49.516740;5.376220
550005870;APPARTEMENT THERAPEUTIQUE;55100;VERDUN;Public;49.167765;5.384985
550006225;HOP JOUR/CATTP/CMP ENFANTS DE LIGNY;55500;LIGNY EN BARROIS;Public;48.690872;5.318907
550006480;CMP ADULTE CH VERDUN/ST MIHIEL;55100;VERDUN;Public;49.156721;5.381809
560000127;CHBA SITE DE VANNES;56017;VANNES;Public;47.659971;-2.752192
560000135;GHBS- HÔPITAL DU SCORFF;56322;LORIENT;Public;47.750364;-3.378025
560000143;CHCB SITE KERIO;56920;NOYAL PONTIVY;Public;48.091352;-2.913245
560000184;CLINIQUE DES AUGUSTINES;56140;MALESTROIT;ESPIC;47.811528;-2.384783
560000192;CENTRE HOSPITALIER DE PLOERMEL;56800;PLOERMEL;Public;47.934841;-2.391655
560000200;CHBA SITE D'AURAY;56400;AURAY;Public;47.669368;-2.980456
560000275;GHBS - HOPITAL DE KERLIVIO;56700;HENNEBONT;Public;47.801058;-3.298204
560000291;CENTRE HOSPITALIER DE BELLE ILE EN MER;56360;LE PALAIS;Public;47.345032;-3.161098
560000366;CENTRE HOSPITALIER GUEMENE SUR SCORFF;56160;GUEMENE SUR SCORFF;Public;48.069037;-3.202695
560000465;GHBS - HOPITAL LE FAOUET;56320;LE FAOUET;Public;48.027523;-3.487530
560000473;CHIRC SITE CARENTOIR;56910;CARENTOIR;Public;47.818281;-2.132957
560000499;CENTRE HOSPITALIER DE BASSE-VILAINE;56130;NIVILLAC;Public;47.519511;-2.292068
560002933;CLINIQUE MUTUALISTE PORTE DE L'ORIENT;56324;LORIENT;ESPIC;47.750364;-3.378025
560003980;GHBS - HOPITAL DE KERBERNES;56270;PLOEMEUR;Public;47.736399;-3.400909
560014219;CHCB SITE SSR PONTIVY;56300;PONTIVY;Public;48.070226;-2.976388
560015422;GHBS SITE DE KERDURAND RIANTEC;56670;RIANTEC;Public;47.720431;-3.318894
560027377;ASS DES AUGUSTINES SITE CH MALESTROIT;56140;MALESTROIT;ESPIC;47.808011;-2.384003
560030165;GHBS -  HÔPITAL SITE CLINIQUE DU TER;56270;PLOEMEUR;Public;47.736055;-3.398969
570000026;HOPITAL SAINT JOSEPH DE SARRALBE;57430;SARRALBE;ESPIC;48.998079;7.027636
570000059;CH MARIE-MADELEINE DE FORBACH;57604;FORBACH;Public;49.190789;6.893798
570000091;HOPITAL FILIERIS DE FREYMING-MERLEBACH;57804;FREYMING MERLEBACH;ESPIC;49.151577;6.802633
570000109;NIDERVILLER - CRS SAINT LUC;57565;NIDERVILLER;Public;48.702763;7.123115
570000117;CH SAINT-NICOLAS DE SARREBOURG;57402;SARREBOURG;Public;48.736347;7.053883
570000166;CTRE DE GERIATRIE FORBACH - SOS SANTE;57600;FORBACH;ESPIC;49.184625;6.913023
570000216;HOPITAL DE SAINT AVOLD - SOS SANTE;57502;ST AVOLD;ESPIC;49.127523;6.719764
570000281;HOPITAL D'HAYANGE - CHR;57701;HAYANGE;Public;49.333471;6.068399
570000349;HOPITAL BEL AIR DE THIONVILLE - CHR;57126;THIONVILLE;Public;49.370681;6.150548
570000380;ABRESCHVILLER - CRS SAINT LUC;57560;ABRESCHVILLER;Public;48.629909;7.118487
570000455;HOPITAL DE CHATEAU-SALINS - SOS SANTE;57170;CHATEAU SALINS;ESPIC;48.825289;6.505962
570000562;HOPITAL ST FRANCOIS - MARANGE-SILVANGE;57535;MARANGE SILVANGE;ESPIC;49.228113;6.137952
570000661;HOPITAL SAINT JOSEPH DE BITCHE;57233;BITCHE;Public;49.045939;7.421991
570000687;CH LEMIRE DE SAINT-AVOLD;57501;ST AVOLD;Public;49.100176;6.707044
570000901;HOPITAL ROBERT PAX DE SARREGUEMINES;57211;SARREGUEMINES;Public;49.110922;7.077050
570000950;CLINIQUE STE ELISABETH DE YUTZ;57974;YUTZ;ESPIC;49.356317;6.195276
570000968;CH LE SECQ DE CREPY DE BOULAY;57220;BOULAY;Public;49.183595;6.500720
570000992;HOPITAL SAINT JACQUES DE DIEUZE;57260;DIEUZE;Public;48.813772;6.723650
570001057;HOPITAL BELLE-ISLE DE METZ - HPM;57000;METZ;ESPIC;49.123372;6.171356
570003079;CENTRE DE GERIATRIE LE KEM - SOS SANTE;57100;THIONVILLE;ESPIC;49.362622;6.145221
570003178;CMP/CATTP POUR ENFANTS HAYANGE;57700;HAYANGE;Public;49.329632;6.061141
570005215;CENTRE FELIX MARECHAL DE METZ - CHR;57000;METZ;Public;49.108385;6.194891
570009670;HOPITAL ST MAURICE ASSPO;57250;MOYEUVRE GRANDE;ESPIC;49.251029;6.046449
570012369;CMS DE GORZE;57133;ARS SUR MOSELLE;Public;49.075615;6.073076
570015750;HOPITAL DE JOUR ENFANTS DE YUTZ;57970;YUTZ;Public;49.348779;6.179586
570026252;HOPITAL ROBERT SCHUMAN DE VANTOUX -HPM;57070;VANTOUX;ESPIC;49.121863;6.239768
570026575;HOPITAL DE JOUR CENTRE BASSE AUDITION;57000;METZ;Public;49.096713;6.172324
570026682;HOPITAL DE MERCY - CHR METZ THIONVILLE;57085;METZ;Public;49.083253;6.240772
570029801;CHR METZ-THIONVILLE SITE LEGOUEST;57077;METZ;Public;49.108385;6.194891
580004836;CENTRE COLBERT MEDECINE ET SSR;58000;NEVERS;Public;46.994471;3.159757
580005163;HJ CATTP CH NEVERS;58000;NEVERS;Public;46.983488;3.186985
580006336;CH AUTUN ANTENNE SMUR  CHATEAU CHINON;58120;CHATEAU CHINON;Public;47.060505;3.935369
580972610;HOPITAL LOCAL LES CYGNES LORMES;58140;LORMES;Public;47.290953;3.815484
580972628;MOYEN SEJOUR PIGNELIN;58640;VARENNES VAUZELLES;Public;47.042424;3.144290
580972644;CH HENRI DUNANT LA CHARITE-SUR-LOIRE;58405;LA CHARITE SUR LOIRE;Public;47.185084;3.015118
580972651;CH CHATEAU-CHINON;58120;CHATEAU CHINON;Public;47.064398;3.933003
580972669;CH CLAMECY;58500;CLAMECY;Public;47.452958;3.510009
580972677;CH COSNE COURS SUR LOIRE;58206;COSNE COURS SUR LOIRE CEDE;Public;47.407726;2.935820
580972685;CH DECIZE;58302;DECIZE;Public;46.799105;3.493682
580972693;HOPITAL PIERRE BEREGOVOY;58033;NEVERS;Public;46.979490;3.122656
590000014;CH SOMAIN;59490;SOMAIN;Public;50.354745;3.288284
590000097;CH LA BASSEE;59480;LA BASSEE;Public;50.533274;2.807992
590000105;CHR LILLE;59037;LILLE;Public;50.614555;3.034279
590000113;GROUPE HOSPITALIER LOOS HAUBOURDIN;59374;LOOS;Public;50.612320;3.023190
590000121;CH SECLIN;59113;SECLIN;Public;50.542657;3.013735
590000188;CLCC OSCAR LAMBRET LILLE;59020;LILLE;ESPIC;50.630951;3.045391
590000337;CH DUNKERQUE;59385;DUNKERQUE;Public;51.034771;2.377252
590000428;CH CAMBRAI;59407;CAMBRAI;Public;50.139886;3.234551
590000436;CH LE CATEAU;59360;LE CATEAU CAMBRESIS;Public;50.104879;3.536200
590000444;CH JEUMONT;59572;JEUMONT;Public;50.279987;4.089257
590000451;CH HAUTMONT;59330;HAUTMONT;Public;50.256893;3.910002
590000469;CH FOURMIES;59611;FOURMIES;Public;50.021360;4.052724
590000477;CH LE QUESNOY;59530;LE QUESNOY;Public;50.251105;3.627793
590000527;CH AVESNES;59363;AVESNES SUR HELPE;Public;50.146108;3.871185
590000535;CH DE MAUBEUGE MCO;59607;MAUBEUGE;Public;50.284569;3.965341
590000543;CH FELLERIES-LIESSIES;59740;FELLERIES;Public;50.148432;4.049989
590000592;CH DENAIN;59723;DENAIN;Public;50.345126;3.418817
590000600;CH SAINT- AMAND LES EAUX;59230;ST AMAND LES EAUX;Public;50.441690;3.456549
590000618;CH VALENCIENNES;59322;VALENCIENNES;Public;50.384564;3.380031
590000691;CH WATTRELOS;59393;WATTRELOS;Public;50.702109;3.211572
590000758;CH ARMENTIERES;59421;ARMENTIERES;Public;49.457477;1.921587
590000766;CH BAILLEUL;59270;BAILLEUL;Public;50.737256;2.738119
590000774;CH HAZEBROUCK;59524;HAZEBROUCK;Public;50.701619;2.557893
590001004;CH DOUAI DECHY;59187;DECHY;Public;50.337879;3.099237
590001442;HÔPITAL MARITIME VANCAUWENBERGHE;59123;ZUYDCOOTE;Public;51.066256;2.480022
590001582;CH INTERCOMMUNAL WASQUEHAL;59444;WASQUEHAL;Public;50.673573;3.129788
590001749;POLYCLINIQUE DE GRANDE SYNTHE;59792;GRANDE SYNTHE;ESPIC;51.007129;2.288926
590006052;HJ PSY ADULTES ORANGERIE CH CAMBRAI;59400;CAMBRAI;Public;50.181614;3.232491
590006060;HJ PSY ADULTES HAUBOURDIN 59G08;59320;HAUBOURDIN;Public;50.608617;2.991782
590006607;HOP JEANNE DE FLANDRE CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590008199;HJ  ALCOOLOGIE MAUBEUGE CH D'AVESNES;59600;MAUBEUGE;Public;50.282170;3.961351
590009528;HJ ENFANTS BRITTEN DENAIN - CH DENAIN;59220;DENAIN;Public;50.330953;3.391666
590009569;UNITÉ D'HAD PSY INF DENAIN CH DENAIN;59220;DENAIN;Public;50.333120;3.390670
590017588;HOP DE JOUR PEDOPSY CH MAUBEUGE;59440;AVESNELLES;Public;50.118333;3.928260
590025458;HAD DU CH D'HAZEBROUCK;59524;HAZEBROUCK;Public;50.719443;2.531796
590033429;SMR GUY TALPAERT;59056;ROUBAIX;Public;50.688454;3.183662
590035176;SERVICE SOINS PALLIATIFS CH ROUBAIX;59100;ROUBAIX;Public;50.680148;3.170115
590037511;HJ PSY ADULTES CH ST AMAND LES EAUX;59230;ST AMAND LES EAUX;Public;50.448007;3.425136
590037701;HJ PSY ENFANTS  CH DOUAI;59500;DOUAI;Public;50.367546;3.072873
590039566;CENTRE DE PLANIFICATION;59056;ROUBAIX;Public;50.688454;3.183662
590039582;CENTRE DE PLANIFICATION FAMILIALE;59140;DUNKERQUE;Public;51.038993;2.348253
590040150;UTAFA - CH DOUAI;59500;DOUAI;Public;50.368829;3.087979
590044673;HJ PSY ADULTES LE CATEAU CH CAMBRAI;59360;LE CATEAU CAMBRESIS;Public;50.101341;3.546544
590045407;HAD CHU LILLE;59000;LILLE;Public;50.609928;3.037536
590046538;CH DUNKERQUE ACTIVITES SITE PGS;59792;GRANDE SYNTHE;Public;51.014848;2.299666
590046728;CENTRE DE JOUR BRUAY SUR ESCAUT 59G31;59860;BRUAY SUR L ESCAUT;Public;50.392321;3.532638
590046736;CENTRE PEDOPSYCHIATRIQUE DE JOUR 59I09;59230;ST AMAND LES EAUX;Public;50.451346;3.428772
590047718;HOPITAL DE JOUR ALCOOLOGIE;59490;SOMAIN;Public;50.356520;3.276559
590048468;CENTRE DE BIOLOGIE PATHOLOGIE;59037;LILLE;Public;50.609271;3.031669
590055554;GCS G4 DES CHU AMIENS CAEN LILLE ROUEN;59037;LILLE;Public;50.630951;3.045391
590060901;SANTELYS SITE CHU LILLE;59120;LOOS;Public;50.602176;3.032705
590062279;CCIAL;59037;LILLE;Public;50.630951;3.045391
590064119;CTRE DE JOUR FROISSART - SECTEUR 59G32;59300;VALENCIENNES;Public;50.363975;3.522821
590064416;INSTITUT DE SSR JEAN STABLINSKI;59322;VALENCIENNES;Public;50.358552;3.510438
590065785;CH MAUBEUGE PSY;59600;MAUBEUGE;Public;50.338270;3.943653
590067823;UHSA  PSYCHIATRIE GÉNÉRALE;59113;SECLIN;Public;50.547596;3.018438
590071668;CSPP CH DENAIN;59220;DENAIN;Public;50.329964;3.413138
590071809;CATTP INFANTO-JUVENILE SAINT-SAULVE;59880;ST SAULVE;Public;50.379271;3.557161
590071833;CATTP INFANTO-JUVENILE SAINT-AMAND;59230;ST AMAND LES EAUX;Public;50.452722;3.429194
590071841;CATTP INFANTO-JUVENILE CONDÉ;59163;CONDE SUR L ESCAUT;Public;50.464591;3.594913
590072997;CATTP CH SOMAIN - SITE ORCHIES;59310;ORCHIES;Public;50.472398;3.247872
590784864;HOP CALMETTE CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590784898;HÔPITAL  SWYNGHEDAUW CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590785374;CLINIQUE TEISSIER;59304;VALENCIENNES;ESPIC;50.358552;3.510438
590787586;INSTITUT COEUR POUMON CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590788865;SMR JARDINS DU VELODROME;59055;ROUBAIX;Public;50.688454;3.183662
590791091;CSPA LES BATELIERS CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590791323;CTRE CONVALESCENCE SSR CH ARMENTIÈRES;59280;ARMENTIERES;Public;50.686903;2.880177
590791588;CENTRE D'EXAMENS DE SANTE;59056;ROUBAIX;Public;50.688454;3.183662
590791653;USN FONTAN - LINQUETTE CHR LILLE;59037;LILLE;Public;50.630951;3.045391
590791703;SERVICE D'ODONTOLOGIE CAUMAR CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590791729;RESIDENCE MALATRAY CH TOURCOING;59200;TOURCOING;Public;50.743223;3.181978
590796975;HÔPITAL SALENGRO  CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590801106;HOPITAL VICTOR PROVO;59056;ROUBAIX;Public;50.680982;3.167661
590804696;CENTRE HOSPITALIER DE TOURCOING;59208;TOURCOING;Public;50.745491;3.181826
590805339;HOPITAL DE JOUR PSYCHIATRIE JANET;59220;DENAIN;Public;50.331093;3.391747
590806550;HJ PINEL & CMP ADULT KENNEDY CH DENAIN;59220;DENAIN;Public;50.332553;3.390206
590806709;HJ PSY ENFANT PETITS CYGNES CH CAMBRAI;59540;CAUDRY;Public;50.124636;3.417626
590808408;HJ PSY ADULTE CAMILLE CLAUDEL CH DOUAI;59500;DOUAI;Public;50.371856;3.075942
590808416;HOPITAL DE JOUR PEDO-PSCHIATR;59300;VALENCIENNES;Public;50.351915;3.493831
590808424;HJ PSY ADUL 59G30 CH VALENCIENNES;59163;CONDE SUR L ESCAUT;Public;50.450307;3.592575
590808762;HJ PSY ADULTES ADELE HUGO CH SOMAIN;59490;SOMAIN;Public;50.357432;3.280967
590811279;HOP CLAUDE HURIEZ CHU LILLE;59037;LILLE;Public;50.630951;3.045391
590812186;SERVICE D'ADDICTOLOGIE;59056;ROUBAIX;Public;50.688454;3.183662
590813374;HJ PSY ENFANTS ESPACE MONTÉBELLO CHU;59000;LILLE;Public;50.620087;3.043822
590815098;UNITE PSYCHOPATHO ALCOOLOGIE CHR LILLE;59037;LILLE;Public;50.630951;3.045391
600000020;HL CRÉPY-EN-VALOIS;60803;CREPY EN VALOIS;Public;49.234294;2.893527
600000046;CH PONT-SAINTE-MAXENCE;60721;PONT STE MAXENCE;Public;49.320031;2.625375
600000053;CH GHPSO SENLIS;60309;SENLIS;Public;49.207336;2.587679
600000152;CH CHAUMONT-EN-VEXIN;60240;CHAUMONT EN VEXIN;Public;49.268612;1.887114
600000186;CH CLERMONT;60600;CLERMONT;Public;49.381408;2.411851
600000194;CH BEAUVAIS;60021;BEAUVAIS;Public;49.688498;2.048207
600000285;CH CHICN NOYON;60406;NOYON;Public;49.584458;3.003812
600000467;CH GHPSO CREIL;60109;CREIL;Public;49.257474;2.478800
600010094;SSR HL CRÈVECOEUR-LE-GRAND;60360;CREVECOEUR LE GRAND;Public;49.608230;2.076602
600010102;HAD CHICN COMPIÈGNE;60321;COMPIEGNE;Public;49.405934;2.844366
600013981;SSR MONCHY ST ÉLOI;60290;MONCHY ST ELOI;ESPIC;49.292933;2.463555
600015853;CTRE HOSPITALIER DE CLERMONT DE L'OISE;60607;CLERMONT;Public;49.378735;2.412039
600018188;HÔPITAL LES JOCKEYS;60270;GOUVIEUX;ESPIC;49.179096;2.455660
600100101;HÔPITAL PAUL DOUMER LABRUYERE;60140;LABRUYERE;Public;49.351193;2.492557
600100168;CENTRE MÉDICO-CHIRURGICAL DES JOCKEYS;60270;GOUVIEUX;ESPIC;49.179096;2.455660
600100796;CTRE RÉÉDUC & RÉADAPT FONCTIONELLE;60240;CHAUMONT EN VEXIN;ESPIC;49.260797;1.882235
600101943;CTRE PRÉVENTION RÉADAPTATION CARDIO.;60170;TRACY LE MONT;ESPIC;49.477925;2.992358
600113476;CH CHICN COMPIÈGNE;60321;COMPIEGNE;Public;49.405934;2.844366
610000044;CENTRE HOSPITALIER DE L'AIGLE;61305;L AIGLE;Public;48.767705;0.611670
610000051;CHICAM - SITE ALENCON;61014;ALENCON;Public;48.429859;0.092935
610000069;CENTRE HOSPITALIER D'ARGENTAN;61202;ARGENTAN;Public;48.597774;-0.348891
610000077;CH MARGUERITE DE LORRAINE-MORTAGNE;61400;MORTAGNE AU PERCHE;Public;48.522644;0.550503
610000085;CH  BELLEME;61130;BELLEME;Public;48.374255;0.567446
610000093;CENTRE HOSPITALIER - SEES;61500;SEES;Public;48.602165;0.171640
610000101;CH - VIMOUTIERS;61120;VIMOUTIERS;Public;48.923835;0.203209
610000119;CH JACQUES MONOD - FLERS;61104;FLERS;Public;48.737426;-0.563453
610007312;HAD DU CH DE VIRE - SITE DE FLERS;61100;FLERS;Public;48.747893;-0.542967
610780108;CHIC DES ANDAINES - DOMFRONT;61700;DOMFRONT EN POIRAIE;Public;48.590598;-0.658280
610780116;CHIC DES ANDAINES - LA FERTE MACE;61600;LA FERTE MACE;Public;48.595662;-0.352555
610780173;SSR-CHIRURGIE AMBULATOIRE-CH ARGENTAN;61202;ARGENTAN;Public;48.729955;-0.013024
610787822;SOINS DE SUITE ET RÉADAPTATION;61014;ALENCON;Public;48.429859;0.092935
610788325;CENTRE MAUBERT (61G03) - CH FLERS;61100;FLERS;Public;48.740033;-0.572301
610790370;HOPITAL DE JOUR (61G03) - CH FLERS;61100;FLERS;Public;48.748965;-0.570507
620000026;ETAB HOPALE CTRE CALOT/HELIO;62608;BERCK;ESPIC;50.411178;1.581927
620000034;CH ARRAS;62022;ARRAS;Public;50.291048;2.777221
620000059;CH BAPAUME;62453;BAPAUME;Public;50.101538;2.864816
620000067;CENTRE HOSPITALIER DU TERNOIS;62130;GAUCHIN VERLOINGT;Public;50.379158;2.322282
620000117;CH D'HESDIN;62140;HESDIN;Public;50.403378;1.862472
620000224;CH BETHUNE;62408;BETHUNE;Public;50.466178;2.653125
620000232;POLE SANTE CARVIN;62220;CARVIN;Public;50.496480;2.959324
620000240;CH HENIN BEAUMONT;62251;HENIN BEAUMONT;Public;50.401187;2.960257
620000257;CH LENS;62307;LENS;Public;50.429172;2.831980
620000299;CH AIRE SUR LA LYS;62922;AIRE SUR LA LYS;Public;50.635487;2.440562
620000323;CH CALAIS;62107;CALAIS;Public;50.738388;3.176077
620000349;CH REGION DE ST OMER;62570;HELFAUT;Public;50.699960;2.244335
620000653;CH BOULOGNE-SUR-MER;62321;BOULOGNE SUR MER;Public;50.736926;1.605539
620003202;CH ARRONDISSEMENT DE MONTREUIL;62180;RANG DU FLIERS;Public;50.414683;1.663921
620003350;HOPITAL DE RIAUMONT;62800;LIEVIN;ESPIC;50.416594;2.783688
620003376;POLYCLINIQUE MED CHIR D'HENIN-BEAUMONT;62110;HENIN BEAUMONT;ESPIC;50.433336;2.948488
620003467;SERVICE DE SOINS PALLIATIFS;62700;BRUAY LA BUISSIERE;Public;50.485715;2.555019
620003475;CTRE TRAITEMENT DEPENDANCES CH LENS;62300;LENS;Public;50.434548;2.825002
620004119;HJ PSY ADULTES ETAPLES - CHAM;62630;ETAPLES;Public;50.513144;1.649611
620008029;CMP DE BULLY LES MINES;62160;BULLY LES MINES;Public;50.443207;2.718286
620008128;HOPITAL DE JOUR CH BOULOGNE;62200;BOULOGNE SUR MER;Public;50.729915;1.615544
620019372;USMP DE LONGUENESSE;62219;LONGUENESSE;Public;50.730364;2.235970
620024398;HOPITAL DE JOUR FRUGES - CHAM;62310;FRUGES;Public;50.512428;2.131401
620025080;HJ PSY ESCALE CH HENIN BEAUMONT;62110;HENIN BEAUMONT;Public;50.418368;2.951873
620025403;HJ PSY INFANTO-JUV CH LENS;62300;LENS;Public;50.441351;2.812671
620026252;"""CENTRE DE SANTE MENTALE """"JB PUSSIN""""""";62300;LENS;Public;50.445887;2.828545
620032383;HOPITAL DE JOUR ADÈLE HUGO;62000;ARRAS;Public;50.296099;2.759539
620033662;CENTRE DE PSYCHOTHÉRAPIE;62280;ST MARTIN BOULOGNE;Public;50.721310;1.629798
620033753;ETABLISSEMENT SITE CHAM;62180;RANG DU FLIERS;Public;50.414683;1.663921
620033829;HEMODIALYSE SITE CH CALAIS;62107;CALAIS;Public;50.951564;1.866112
620034058;SSR CH ARRAS;62000;DAINVILLE;Public;50.292503;2.741493
620035501;CLINIQUE ALOÏSE CORBAZ;62022;ARRAS;Public;50.297136;2.761255
620037689;CMP ENFANTS EVIN CH HENIN BEAUMONT;62141;EVIN MALMAISON;Public;50.435769;3.035910
620037697;CATTP ADOLESCENTS UFA CH HENIN BEAUMON;62110;HENIN BEAUMONT;Public;50.439452;2.958516
620037705;CATTP ENFANTS CH HENIN BEAUMONT;62220;CARVIN;Public;50.495763;2.958943
620037713;HJ PEDOPSY CH HENIN BEAUMONT;62110;HENIN BEAUMONT;Public;50.439452;2.958516
620037770;HJ ADOLESCENTS CH HENIN BEAUMONT;62110;HENIN BEAUMONT;Public;50.439452;2.958516
620038372;CMP ADOLESCENTS - CH CALAIS;62107;CALAIS;Public;50.951564;1.866112
620038380;HDJ DE L'ENFANT ET DE L'ADOLESCENT;62100;CALAIS;Public;50.947050;1.861955
620038554;POLYCLINIQUE DU TERNOIS - ANHAC;62130;ST POL SUR TERNOISE;ESPIC;50.386911;2.337117
620038562;CLINIQUE DES ACACIAS-FONDATION HOPALE;62780;CUCQ;ESPIC;50.506151;1.624043
620100016;HOP MARITIME DE BERCK;62600;BERCK;Public;50.403463;1.561982
620102053;CTRE SOINS SUITE CH BOULOGNE-SUR-MER;62321;BOULOGNE SUR MER;Public;50.726334;1.607492
620108217;CENTRE PLANIFICATION EDUC FAM;62200;BOULOGNE SUR MER;Public;50.727011;1.606332
620108365;HJ PSY ADULTES D'AVION - CH LENS;62210;AVION;Public;50.405435;2.841170
620110809;CENTRE PLANIFICATION EDUC FAM;62107;CALAIS;Public;50.951564;1.866112
620111112;CENTRE PLANIFICATION & EDUC FAM - CHAM;62600;BERCK;Public;50.406582;1.564568
620111963;CENTRE PLANIFICATION EDUC FAM;62022;ARRAS;Public;50.287896;2.768267
620119958;HJ PSY ADULT BERCK CH ARROND MONTREUIL;62600;BERCK;Public;50.408135;1.563205
630000016;CH DU MONT DORE;63240;LE MONT DORE;Public;45.574591;2.808569
630000149;CH ETIENNE CLEMENTEL;63530;ENVAL;Public;45.905512;3.043182
630000404;HOPITAL GABRIEL MONTPIED - CHU63;63003;CLERMONT FERRAND;Public;45.786671;3.107055
630000412;CH D'AMBERT;63600;AMBERT;Public;45.552712;3.740930
630000420;CH PAUL ARDIER ISSOIRE;63503;ISSOIRE;Public;45.542007;3.243130
630000438;CH DE RIOM;63200;RIOM;Public;45.890205;3.112627
630000446;CH DE THIERS;63307;THIERS;Public;45.796864;3.695806
630000479;CENTRE LUTTE CONTRE LE CANCER J.PERRIN;63011;CLERMONT FERRAND;ESPIC;45.786671;3.107055
630000560;CH BILLOM;63160;BILLOM;Public;45.720434;3.342589
630010536;CENTRE DE SOINS DENTAIRES - CHU63;63000;CLERMONT FERRAND;Public;45.775374;3.087129
630781268;HOPITAL ESTAING - CHU63;63003;CLERMONT FERRAND;Public;45.786671;3.107055
630781771;PSYCHIATRIE - CHU63;63003;CLERMONT FERRAND;Public;45.786671;3.107055
630783538;HOPITAL LOUISE MICHEL - CHU63;63118;CEBAZAT;Public;45.842296;3.115370
640000162;CH COTE BASQUE;64109;BAYONNE;Public;43.462723;-1.489449
640000402;CENTRE HOSPITALIER D'ORTHEZ;64300;ORTHEZ;Public;43.484760;-0.770320
640000410;CENTRE HOSPITALIER OLORON;64404;OLORON STE MARIE;Public;43.196574;-0.617328
640000428;CENTRE HOSPITALIER DE MAULEON;64130;MAULEON SOULE;Public;43.217956;-0.889469
640000600;CENTRE HOSPITALIER DE PAU;64046;PAU;Public;43.326077;-0.347107
640017646;CENTRE HOSPITALIER DE SAINT-PALAIS;64120;ST PALAIS;Public;43.326319;-1.029942
640018412;CH COTE BASQUE - SITE LORMAND;64100;BAYONNE;Public;43.485617;-1.484657
640018420;CHCB - HOPITAL JOUR ENFANTS LA FLORIDE;64100;BAYONNE;Public;43.480704;-1.474638
640019485;CHCB - SITE POLYCLINIQUE COTE BASQUE;64500;ST JEAN DE LUZ;Public;43.397746;-1.639619
640020715;EPS GARAZI;64220;ISPOURE;Public;43.165235;-1.195589
640780755;CH COTE BASQUE - ST JEAN DE LUZ;64502;ST JEAN DE LUZ;Public;43.411087;-1.618544
640784278;CH COTE BASQUE - SITE CAM DE PRATS;64100;BAYONNE;Public;43.484086;-1.463693
640790150;HOPITAL MARIN VILLE PARIS;64701;HENDAYE;Public;43.360838;-1.759629
640792859;"""CENT DE PLANIF """"MAISON DU PAYS""""""";64150;MOURENX;Public;43.368283;-0.632307
650000045;CH TARBES LOURDES SITE LOURDES;65107;LOURDES;Public;43.104850;-0.046262
650000052;CH BAGNERES DE BIGORRE;65201;BAGNERES DE BIGORRE;Public;43.092005;0.146092
650000078;CH LE MONTAIGU ASTUGUE;65200;ASTUGUE;Public;43.102813;0.118960
650000417;CH TARBES LOURDES GESPE SITE TARBES;65013;TARBES;Public;43.239349;0.064020
650001068;HN CMP CATTG CESPA ADULT TARBES;65000;TARBES;Public;43.224484;0.073818
